id	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementUnit	measurementUnitID
HAEDAT:AR-01:AR-93-005	HAEDAT:AR-01:AR-93-005:causative:11377	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.45x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IE-04:IE-96-001	HAEDAT:IE-04:IE-96-001:causative:8845	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-22:CA-94-003	HAEDAT:CA-22:CA-94-003:causative:9342	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	248,064	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-22:CA-94-004	HAEDAT:CA-22:CA-94-004:causative:8717	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	640	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-07:CA-96-001	HAEDAT:CA-07:CA-96-001:causative:5160	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	142,976	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-04:CA-96-002	HAEDAT:CA-04:CA-96-002:causative:5159	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	380	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-08:CA-96-003	HAEDAT:CA-08:CA-96-003:causative:5158	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-09:CA-96-004	HAEDAT:CA-09:CA-96-004:causative:5157	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-23:CA-96-005	HAEDAT:CA-23:CA-96-005:causative:5156	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	120	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-04:CA-96-006	HAEDAT:CA-04:CA-96-006:causative:8294	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,440	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-05:CA-96-007	HAEDAT:CA-05:CA-96-007:causative:5154	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	917,833	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-07:CA-96-008	HAEDAT:CA-07:CA-96-008:causative:8295	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9,200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-04:CA-97-004	HAEDAT:CA-04:CA-97-004:causative:5179	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	8,480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-09:CA-97-005	HAEDAT:CA-09:CA-97-005:causative:5178	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	180	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-09:CA-97-006	HAEDAT:CA-09:CA-97-006:causative:5177	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-09:CA-97-007	HAEDAT:CA-09:CA-97-007:causative:5176	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,560	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-01:CA-97-008	HAEDAT:CA-01:CA-97-008:causative:5175	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	40	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IE-04:IE-96-002	HAEDAT:IE-04:IE-96-002:causative:8844	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,160	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IE-03:IE-96-003	HAEDAT:IE-03:IE-96-003:causative:8843	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	875,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-94-001	HAEDAT:PT-06:PT-94-001:causative:189	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,800	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-94-001	HAEDAT:PT-07:PT-94-001:causative:189	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,800	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-94-002	HAEDAT:PT-06:PT-94-002:causative:190	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4,500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-94-002	HAEDAT:PT-07:PT-94-002:causative:190	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4,500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-94-003	HAEDAT:PT-06:PT-94-003:causative:191	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-94-006	HAEDAT:PT-06:PT-94-006:causative:194	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	13,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-94-008	HAEDAT:PT-05:PT-94-008:causative:196	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	392,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-94-009	HAEDAT:PT-05:PT-94-009:causative:197	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-94-010	HAEDAT:PT-05:PT-94-010:causative:198	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	98,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-94-011	HAEDAT:PT-05:PT-94-011:causative:199	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	63,900	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-94-012	HAEDAT:PT-04:PT-94-012:causative:200	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	102,625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-94-014	HAEDAT:PT-03:PT-94-014:causative:202	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	135,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-94-014	HAEDAT:PT-04:PT-94-014:causative:202	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	135,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-94-015	HAEDAT:PT-03:PT-94-015:causative:203	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	205,250	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-94-016	HAEDAT:PT-03:PT-94-016:causative:204	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3,400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-94-017	HAEDAT:PT-03:PT-94-017:causative:205	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4,050	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-94-018	HAEDAT:PT-02:PT-94-018:causative:206	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	33,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-94-019	HAEDAT:PT-02:PT-94-019:causative:207	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	18,800	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-94-020	HAEDAT:PT-02:PT-94-020:causative:208	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	13,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-94-021	HAEDAT:PT-01:PT-94-021:causative:209	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,450	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-94-022	HAEDAT:PT-01:PT-94-022:causative:210	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-94-023	HAEDAT:PT-01:PT-94-023:causative:211	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,350	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-94-023	HAEDAT:PT-01:PT-94-023:causative:212	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	900	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-94-024	HAEDAT:PT-02:PT-94-024:causative:213	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-94-024	HAEDAT:PT-02:PT-94-024:causative:214	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	950	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-95-016	HAEDAT:US-15:US-95-016:causative:8964	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-95-016	HAEDAT:US-16:US-95-016:causative:8964	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-95-017	HAEDAT:US-16:US-95-017:causative:225	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-18:US-95-018	HAEDAT:US-18:US-95-018:causative:13027	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	56,000 - 6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-24:CA-94-005	HAEDAT:CA-24:CA-94-005:causative:5115	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	314,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:CA-22:CA-94-006	HAEDAT:CA-22:CA-94-006:causative:5146	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	53,856	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:FR-05:FR-94-002	HAEDAT:FR-05:FR-94-002:causative:250	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	8,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:FR-06:FR-94-003	HAEDAT:FR-06:FR-94-003:causative:11804	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	130,000,00	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DE-03:DE-94-004	HAEDAT:DE-03:DE-94-004:causative:6109	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	95,0	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DE-02:DE-94-005	HAEDAT:DE-02:DE-94-005:causative:6103	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	90,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DE-02:DE-94-005	HAEDAT:DE-02:DE-94-005:causative:6102	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IS-01:IS-94-001	HAEDAT:IS-01:IS-94-001:causative:10436	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	25,000 - 1	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IS-002:IS-18-007	HAEDAT:IS-002:IS-18-007:causative:15105	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	203982	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:IS-002:IS-94-002	HAEDAT:IS-002:IS-94-002:causative:15054	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	198480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-12:NO-94-001	HAEDAT:NO-12:NO-94-001:causative:8443	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 6,00	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-09:NO-94-002	HAEDAT:NO-09:NO-94-002:causative:11601	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 10,0	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-10:NO-94-002	HAEDAT:NO-10:NO-94-002:causative:11601	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 10,0	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-11:NO-94-002	HAEDAT:NO-11:NO-94-002:causative:11601	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 10,0	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-09:NO-94-003	HAEDAT:NO-09:NO-94-003:causative:8444	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-024	HAEDAT:PT-03:PT-96-024:causative:269	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,300,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-025	HAEDAT:PT-03:PT-96-025:causative:270	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,300,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-025	HAEDAT:PT-03:PT-96-025:causative:271	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,300,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-96-026	HAEDAT:PT-07:PT-96-026:causative:272	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3,530,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-96-026	HAEDAT:PT-07:PT-96-026:causative:273	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3,530,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-96-026	HAEDAT:PT-07:PT-96-026:causative:274	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3,530,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-027	HAEDAT:PT-03:PT-96-027:causative:275	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-027	HAEDAT:PT-03:PT-96-027:causative:276	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-028	HAEDAT:PT-03:PT-96-028:causative:277	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-028	HAEDAT:PT-03:PT-96-028:causative:278	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-029	HAEDAT:PT-03:PT-96-029:causative:279	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-029	HAEDAT:PT-03:PT-96-029:causative:280	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-030	HAEDAT:PT-03:PT-96-030:causative:281	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-030	HAEDAT:PT-03:PT-96-030:causative:282	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5,970,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-96-031	HAEDAT:PT-05:PT-96-031:causative:283	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	720,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-96-031	HAEDAT:PT-05:PT-96-031:causative:284	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	870,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-032	HAEDAT:PT-03:PT-96-032:causative:285	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-032	HAEDAT:PT-03:PT-96-032:causative:286	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-032	HAEDAT:PT-03:PT-96-032:causative:287	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-032	HAEDAT:PT-03:PT-96-032:causative:288	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-033	HAEDAT:PT-03:PT-96-033:causative:289	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-033	HAEDAT:PT-03:PT-96-033:causative:290	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-033	HAEDAT:PT-03:PT-96-033:causative:291	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-033	HAEDAT:PT-03:PT-96-033:causative:292	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-034	HAEDAT:PT-03:PT-96-034:causative:293	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-034	HAEDAT:PT-03:PT-96-034:causative:294	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-034	HAEDAT:PT-03:PT-96-034:causative:295	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-96-034	HAEDAT:PT-03:PT-96-034:causative:296	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	73,900,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-96-035	HAEDAT:PT-07:PT-96-035:causative:297	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3,300,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-22:GB-96-002	HAEDAT:GB-22:GB-96-002:causative:6806	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-22:GB-96-002	HAEDAT:GB-22:GB-96-002:causative:6805	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 1,10	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-20:GB-96-003	HAEDAT:GB-20:GB-96-003:causative:6810	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-21:GB-96-004	HAEDAT:GB-21:GB-96-004:causative:12956	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 3,60	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-17:GB-96-005	HAEDAT:GB-17:GB-96-005:causative:12957	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-19:GB-96-005	HAEDAT:GB-19:GB-96-005:causative:12957	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-20:GB-96-006	HAEDAT:GB-20:GB-96-006:causative:8700	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	up to 3,00	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-05:ES-96-001	HAEDAT:ES-05:ES-96-001:causative:307	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 1,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-06:ES-96-001	HAEDAT:ES-06:ES-96-001:causative:307	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 1,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-07:ES-96-001	HAEDAT:ES-07:ES-96-001:causative:307	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 1,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-08:ES-96-001	HAEDAT:ES-08:ES-96-001:causative:307	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	< 1,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-22:ES-96-002	HAEDAT:ES-22:ES-96-002:causative:308	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	20,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ES-22:ES-96-005	HAEDAT:ES-22:ES-96-005:causative:311	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	694,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-17-013	HAEDAT:PT-06:PT-17-013:causative:12419	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	240	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
