id	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	occurrenceRemarks	organismQuantity	organismQuantityType	occurrenceStatus	eventID	scientificNameID	scientificName
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11190	Low concentration.			present	HAEDAT:DK-04:DK-95-001		Pseudo-nitzschia seriata
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11189	Low concentration.			present	HAEDAT:DK-04:DK-95-001		Pseudo-nitzschia delicatissima
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11188	low concentration			present	HAEDAT:DK-04:DK-95-001		Noctiluca scintillans
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11187	low concentration			present	HAEDAT:DK-04:DK-95-001		Gyrodinium aureolum
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11186	low concentration			present	HAEDAT:DK-04:DK-95-001		Dinophysis rotundata
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11185	low concentration			present	HAEDAT:DK-04:DK-95-001		Dinophysis acuta
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11184	low concentration			present	HAEDAT:DK-04:DK-95-001		Dinophysis norvegica
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11183	low concentration			present	HAEDAT:DK-04:DK-95-001		Alexandrium tamarense
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11182	low concentration			present	HAEDAT:DK-04:DK-95-001		Alexandrium ostenfeldii
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11181	high concentration			present	HAEDAT:DK-04:DK-95-001		Gymnodinium sanguineum
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11180	high concentration.			present	HAEDAT:DK-04:DK-95-001		Prorocentrum micans
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11179	high concentration.			present	HAEDAT:DK-04:DK-95-001		Prorocentrum minimum
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11178	high concentration			present	HAEDAT:DK-04:DK-95-001		Dinophysis acuminata
HAEDAT:DK-04:DK-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-95-001:causative:11193	low concentration.			present	HAEDAT:DK-04:DK-95-001		Nodularia spumigena
HAEDAT:DK-04:DK-97-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-97-001:causative:11198				present	HAEDAT:DK-04:DK-97-001		Skeletonema costatum
HAEDAT:DK-04:DK-97-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-97-001:causative:11197	Western and southern part Kattegat			present	HAEDAT:DK-04:DK-97-001		Gyrodinium aureolum
HAEDAT:DK-04:DK-97-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-97-001:causative:11196				present	HAEDAT:DK-04:DK-97-001		Prorocentrum minimum
HAEDAT:DK-04:DK-97-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-97-001:causative:11199				present	HAEDAT:DK-04:DK-97-001		Rhizosolenia fragilissima
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11222	Prorocentrum cf. Triestinum. High concentrations.			present	HAEDAT:DK-04:DK-98-001		Prorocentrum sp.
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11221	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Chrysochromulina spp.
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11220	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Phaeocystis pouchetii
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11219	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Dictyocha speculum
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11218	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Pseudo-nitzschia seriata
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11217	Low concentrations.			present	HAEDAT:DK-04:DK-98-001		Pseudo-nitzschia delicatissima
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11216	Low concentrations.			present	HAEDAT:DK-04:DK-98-001		Noctiluca scintillans
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11215	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Gymnodinium sanguineum
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11214	Low concentrations.			present	HAEDAT:DK-04:DK-98-001		Prorocentrum lima
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11213	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Dinophysis rotundata
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11212	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Dinophysis acuta
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11211	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Dinophysis norvegica
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11210	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Dinophysis acuminata
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11209	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Alexandrium tamarense
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11208	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Alexandrium ostenfeldii
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11207	Low concentrations			present	HAEDAT:DK-04:DK-98-001		Alexandrium minutum
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11206	High concentration.			present	HAEDAT:DK-04:DK-98-001		Prorocentrum minimum
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11205	High concentration			present	HAEDAT:DK-04:DK-98-001		Skeletonema costatum
HAEDAT:DK-04:DK-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:DK-04:DK-98-001:causative:11223	High concentrations.			present	HAEDAT:DK-04:DK-98-001		Prorocentrum micans
HAEDAT:EE-02:EE-98-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:EE-02:EE-98-001:causative:11578	Dominant in Mid-July.			present	HAEDAT:EE-02:EE-98-001		Heterocapsa triquetra
HAEDAT:GB-10:GB-90-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:GB-10:GB-90-002:causative:8662	probably	10,000,000	cells per litre	present	HAEDAT:GB-10:GB-90-002		Gymnodinium spp.
HAEDAT:GB-01:GB-90-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:GB-01:GB-90-003:causative:3103				present	HAEDAT:GB-01:GB-90-003		Alexandrium tamarense
HAEDAT:GB-08:GB-93-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:GB-08:GB-93-002:causative:6808	August 6.	> 1,700,00	cells per litre	present	HAEDAT:GB-08:GB-93-002		Alexandrium tamarense
HAEDAT:GB-10:GB-94-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:GB-10:GB-94-007:causative:8664				present	HAEDAT:GB-10:GB-94-007		Gyrodinium aureolum
HAEDAT:ZAF-01:ZAF-15-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ZAF-01:ZAF-15-001:causative:8832	at station 3 on 10 February 2015	14.32x10e6	cells per litre	present	HAEDAT:ZAF-01:ZAF-15-001		Prorocentrum triestinum
HAEDAT:GB-08:GB-98-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:GB-08:GB-98-014:causative:8703	17 August	7,239,700	cells per litre	present	HAEDAT:GB-08:GB-98-014		Alexandrium tamarense
HAEDAT:FO-01:FO-89-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FO-01:FO-89-002:causative:3071	on June 8th.	2,100,000	cells per litre	present	HAEDAT:FO-01:FO-89-002		Alexandrium excavatum
HAEDAT:FO-01:FO-90-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FO-01:FO-90-001:causative:3072		1,000,000	cells per litre	present	HAEDAT:FO-01:FO-90-001		Heterosigma akashiwo
HAEDAT:FO-01:FO-90-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FO-01:FO-90-002:causative:3073				present	HAEDAT:FO-01:FO-90-002		Gymnodinium sp.
HAEDAT:FI-05:FI-92-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FI-05:FI-92-001:causative:11306				present	HAEDAT:FI-05:FI-92-001		Aphanizomenon flos-aquae
HAEDAT:FI-05:FI-92-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FI-05:FI-92-001:causative:11305				present	HAEDAT:FI-05:FI-92-001		Nodularia spumigena
HAEDAT:FI-05:FI-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FI-05:FI-95-001:causative:11310				present	HAEDAT:FI-05:FI-95-001		Aphanizomenon sp.
HAEDAT:FI-05:FI-95-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FI-05:FI-95-001:causative:11309				present	HAEDAT:FI-05:FI-95-001		Nodularia spumigena
HAEDAT:FR-03:FR-87-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-87-001:causative:1105		17,800	cells per litre	present	HAEDAT:FR-03:FR-87-001		Dinophysis acuminata
HAEDAT:FR-04:FR-87-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-87-002:causative:11652		1,000,000	cells per litre	present	HAEDAT:FR-04:FR-87-002		Pyramimonas parkeae
HAEDAT:FR-04:FR-87-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-87-003:causative:11653		1,010,000	cells per litre	present	HAEDAT:FR-04:FR-87-003	urn:lsid:marinespecies.org:taxname:110041	Gonyaulax spinifera
HAEDAT:FR-05:FR-87-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-87-004:causative:11655		10,000	cells per litre	present	HAEDAT:FR-05:FR-87-004		Gyrodinium spirale
HAEDAT:FR-05:FR-87-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-87-004:causative:11654		3,600	cells per litre	present	HAEDAT:FR-05:FR-87-004		Gyrodinium aureolum
HAEDAT:FR-05:FR-87-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-87-005:causative:11656	late July	267,000	cells per litre	present	HAEDAT:FR-05:FR-87-005		Gyrodinium aureolum
HAEDAT:FR-05:FR-87-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-87-005:causative:11657	August 27	200	cells per litre	present	HAEDAT:FR-05:FR-87-005		Gyrodinium aureolum
HAEDAT:FR-06:FR-87-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-007:causative:11658	From 20 to 23 August.	620,000 -	cells per litre	present	HAEDAT:FR-06:FR-87-007		Prorocentrum micans
HAEDAT:FR-06:FR-87-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-008:causative:11659		500,000	cells per litre	present	HAEDAT:FR-06:FR-87-008		Gyrodinium aureolum
HAEDAT:FR-06:FR-87-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-009:causative:11660		300,000 -	cells per litre	present	HAEDAT:FR-06:FR-87-009		Prorocentrum micans
HAEDAT:FR-06:FR-87-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-010:causative:11661		640,000 -	cells per litre	present	HAEDAT:FR-06:FR-87-010		Gyrodinium aureolum
HAEDAT:FR-06:FR-87-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-011:causative:11662		1,300,000	cells per litre	present	HAEDAT:FR-06:FR-87-011		Dictyocha speculum
HAEDAT:FR-06:FR-87-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-012:causative:1118	generally less than 1,000	6,100	cells per litre	present	HAEDAT:FR-06:FR-87-012		Dinophysis sacculus
HAEDAT:FR-06:FR-87-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-013:causative:1119		100 - 2,00	cells per litre	present	HAEDAT:FR-06:FR-87-013		Dinophysis sacculus
HAEDAT:FR-06:FR-87-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-87-014:causative:11663		250,000 -	cells per litre	present	HAEDAT:FR-06:FR-87-014		Gyrodinium aureolum
HAEDAT:FR-07:FR-87-017	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-017:causative:11666		400,000,00	cells per litre	present	HAEDAT:FR-07:FR-87-017		Glenodinium sp.
HAEDAT:FR-07:FR-87-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-018:causative:1123		700	cells per litre	present	HAEDAT:FR-07:FR-87-018		Dinophysis sacculus
HAEDAT:FR-07:FR-87-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-019:causative:11667		920,000 -	cells per litre	present	HAEDAT:FR-07:FR-87-019		Glenodinium sp.
HAEDAT:FR-07:FR-87-020	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-020:causative:11668		6,000,000	cells per litre	present	HAEDAT:FR-07:FR-87-020		Prorocentrum minimum
HAEDAT:FR-07:FR-87-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-021:causative:11669		6,000,000	cells per litre	present	HAEDAT:FR-07:FR-87-021		Oxyrrhis marina
HAEDAT:FR-07:FR-87-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-07:FR-87-021:causative:11670		100,000	cells per litre	present	HAEDAT:FR-07:FR-87-021		Glenodinium foliaceum
HAEDAT:FR-08:FR-87-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-022:causative:11671		2,900	cells per litre	present	HAEDAT:FR-08:FR-87-022		Leptocylindrus sp.
HAEDAT:FR-08:FR-87-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-023:causative:11672				present	HAEDAT:FR-08:FR-87-023		Protogonyaulax sp.
HAEDAT:FR-08:FR-87-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-024:causative:11674				present	HAEDAT:FR-08:FR-87-024	urn:lsid:marinespecies.org:taxname:149142	Navicula sp.
HAEDAT:FR-08:FR-87-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-024:causative:11673				present	HAEDAT:FR-08:FR-87-024		Thalassiosira sp.
HAEDAT:FR-08:FR-87-025	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-025:causative:11675		437,500 -	cells per litre	present	HAEDAT:FR-08:FR-87-025		Gyrodinium aureolum
HAEDAT:FR-08:FR-87-026	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-026:causative:1133	Generally less than 1,000.	9,000	cells per litre	present	HAEDAT:FR-08:FR-87-026		Dinophysis sacculus
HAEDAT:FR-08:FR-87-027	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-027:causative:11676		430,000 -	cells per litre	present	HAEDAT:FR-08:FR-87-027		Gyrodinium aureolum
HAEDAT:FR-08:FR-87-028	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-028:causative:11677		1,500,000	cells per litre	present	HAEDAT:FR-08:FR-87-028		Prorocentrum minimum
HAEDAT:FR-08:FR-87-029	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-029:causative:11678		8,000,000	cells per litre	present	HAEDAT:FR-08:FR-87-029		Skeletonema costatum
HAEDAT:FR-08:FR-87-030	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-08:FR-87-030:causative:11679		11,400,000	cells per litre	present	HAEDAT:FR-08:FR-87-030		Gyrodinium aureolum
HAEDAT:FR-09:FR-87-031	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-09:FR-87-031:causative:11680		293,600	cells per litre	present	HAEDAT:FR-09:FR-87-031		Gyrodinium aureolum
HAEDAT:FR-09:FR-87-032	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-09:FR-87-032:causative:1138	Generally less than 1,000.	2,500	cells per litre	present	HAEDAT:FR-09:FR-87-032		Dinophysis acuminata
HAEDAT:FR-11:FR-87-033	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-11:FR-87-033:causative:11681		9,500,000	cells per litre	present	HAEDAT:FR-11:FR-87-033		Prorocentrum minimum
HAEDAT:FR-13:FR-87-035	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-13:FR-87-035:causative:1140	Generally less than 500.	1,200	cells per litre	present	HAEDAT:FR-13:FR-87-035		Dinophysis sacculus
HAEDAT:FR-14:FR-87-036	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-14:FR-87-036:causative:1141		1,400	cells per litre	present	HAEDAT:FR-14:FR-87-036		Dinophysis sacculus
HAEDAT:FR-13:FR-87-037	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-13:FR-87-037:causative:11682		180,000	cells per litre	present	HAEDAT:FR-13:FR-87-037		Prorocentrum micans
HAEDAT:FR-13:FR-87-038	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-13:FR-87-038:causative:11683		35,000-6,9	cells per litre	present	HAEDAT:FR-13:FR-87-038		Prorocentrum minimum
HAEDAT:FR-19:FR-87-039	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-19:FR-87-039:causative:11684		37,500	cells per litre	present	HAEDAT:FR-19:FR-87-039		Prorocentrum minimum
HAEDAT:FR-16:FR-87-040	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-16:FR-87-040:causative:11685		19,500	cells per litre	present	HAEDAT:FR-16:FR-87-040		Prorocentrum minimum
HAEDAT:FR-01:FR-89-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-01:FR-89-001:causative:11540		200,000,00	cells per litre	present	HAEDAT:FR-01:FR-89-001		Asterionella glacialis
HAEDAT:FR-02:FR-89-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-02:FR-89-002:causative:11686		200,000,00	cells per litre	present	HAEDAT:FR-02:FR-89-002		Phaeocystis pouchetii
HAEDAT:FR-02:FR-89-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-02:FR-89-003:causative:945	Dinophysis cf. Acuminata			present	HAEDAT:FR-02:FR-89-003		Dinophysis sp.
HAEDAT:FR-02:FR-89-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-02:FR-89-004:causative:946	Dinophysis cf. Acuminata. often more than 10,000	158,000	cells per litre	present	HAEDAT:FR-02:FR-89-004		Dinophysis sp.
HAEDAT:FR-03:FR-89-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-89-005:causative:947	Dinophysis cf. Acuminata			present	HAEDAT:FR-03:FR-89-005		Dinophysis sp.
HAEDAT:FR-03:FR-89-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-89-006:causative:11688		1,900,000	cells per litre	present	HAEDAT:FR-03:FR-89-006		Eutreptiella sp.
HAEDAT:FR-03:FR-89-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-89-006:causative:11687		2,000,000	cells per litre	present	HAEDAT:FR-03:FR-89-006		Prorocentrum balticum
HAEDAT:FR-03:FR-89-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-89-007:causative:11689		130,000,00	cells per litre	present	HAEDAT:FR-03:FR-89-007		Gymnodinium sp.
HAEDAT:FR-03:FR-89-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-03:FR-89-008:causative:951	Dinophysis cf. Acuminata. Generally more than 1,000	12,600	cells per litre	present	HAEDAT:FR-03:FR-89-008		Dinophysis sp.
HAEDAT:FR-04:FR-89-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-89-009:causative:11691		1,800,000	cells per litre	present	HAEDAT:FR-04:FR-89-009		Detonula confervacea
HAEDAT:FR-04:FR-89-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-89-009:causative:11690		7,000,000	cells per litre	present	HAEDAT:FR-04:FR-89-009		Oxyrrhis marina
HAEDAT:FR-04:FR-89-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-89-010:causative:11692		13,440,000	cells per litre	present	HAEDAT:FR-04:FR-89-010		Oxyrrhis marina
HAEDAT:FR-04:FR-89-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-89-011:causative:11694		228,800	cells per litre	present	HAEDAT:FR-04:FR-89-011		Plagiogramma sp.
HAEDAT:FR-04:FR-89-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-04:FR-89-011:causative:11693		674,400	cells per litre	present	HAEDAT:FR-04:FR-89-011		Detonula confervacea
HAEDAT:FR-05:FR-89-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-89-012:causative:11695				present	HAEDAT:FR-05:FR-89-012		Oxyrrhis marina
HAEDAT:FR-05:FR-89-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-89-013:causative:958		160,000	cells per litre	present	HAEDAT:FR-05:FR-89-013		Alexandrium minutum
HAEDAT:FR-05:FR-89-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-05:FR-89-013:causative:959		2,936,000	cells per litre	present	HAEDAT:FR-05:FR-89-013		Alexandrium sp.
HAEDAT:FR-06:FR-89-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-014:causative:960		5,300	cells per litre	present	HAEDAT:FR-06:FR-89-014		Dinophysis spp.
HAEDAT:FR-06:FR-89-015	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-015:causative:11696				present	HAEDAT:FR-06:FR-89-015		Gymnodinium sp.
HAEDAT:FR-06:FR-89-016	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-016:causative:11697		690,000	cells per litre	present	HAEDAT:FR-06:FR-89-016		Gymnodinium sp.
HAEDAT:FR-06:FR-89-017	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-017:causative:11698		37,000,000	cells per litre	present	HAEDAT:FR-06:FR-89-017		Gymnodinium sp.
HAEDAT:FR-06:FR-89-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-018:causative:964	Generally less than 200.	2,700	cells per litre	present	HAEDAT:FR-06:FR-89-018		Dinophysis spp.
HAEDAT:FR-06:FR-89-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-018:causative:1866				present	HAEDAT:FR-06:FR-89-018		Dinophysis acuminata
HAEDAT:FR-06:FR-89-018	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-018:causative:1867				present	HAEDAT:FR-06:FR-89-018		Dinophysis sacculus
HAEDAT:FR-06:FR-89-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-019:causative:965		300	cells per litre	present	HAEDAT:FR-06:FR-89-019		Dinophysis spp.
HAEDAT:FR-06:FR-89-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-019:causative:1868				present	HAEDAT:FR-06:FR-89-019		Dinophysis acuminata
HAEDAT:FR-06:FR-89-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:FR-06:FR-89-019:causative:1869				present	HAEDAT:FR-06:FR-89-019		Dinophysis sacculus
